Date,Close,MA5,MA20,MA60,RSI14,std,upperb,lowerb,%K,%D,SP500,NASDAQ_COMP
2011/08/16,3.2475,3.2495,3.43025,3.901083333,42.81013551,0.218958209,3.868166418,2.992333582,32.29460272,34.8441823,1192.76001,2523.449951
2011/08/17,3.2025,3.273,3.414875,3.879166667,41.68822132,0.223806006,3.862487012,2.967262988,27.19547056,34.18318419,1193.890015,2511.47998
2011/08/18,2.985,3.1995,3.380375,3.853333333,36.68415569,0.234522576,3.849420153,2.911329847,3.91059756,21.13355695,1140.650024,2380.429932
2011/08/19,2.9325,3.142,3.3395,3.825708333,35.57414087,0.237926349,3.815352697,2.863647303,2.144769787,11.08361264,1123.530029,2341.840088
2011/08/22,2.985,3.0705,3.30425,3.797041667,37.60728795,0.23547698,3.775203959,2.833296041,9.034266617,5.029877988,1123.819946,2345.379883
2011/08/23,3.3075,3.0825,3.289625,3.770916667,48.38321468,0.22499163,3.73960826,2.83964174,49.22118084,20.13340575,1162.349976,2446.060059
2011/08/24,3.26,3.094,3.279375,3.74175,47.09310491,0.221219519,3.721814038,2.836935962,43.30219087,33.85254611,1177.599976,2467.689941
2011/08/25,3.12,3.121,3.2625,3.714,43.41838128,0.219784584,3.702069167,2.822930833,25.85669514,39.46002228,1159.27002,2419.629883
2011/08/26,3.2525,3.185,3.25225,3.688833333,47.58688198,0.214938639,3.682127277,2.822372723,42.36761976,37.17550192,1176.800049,2479.850098
2011/08/29,3.34,3.256,3.237125,3.667583333,50.19629612,0.195825303,3.628775606,2.845474394,53.27102859,40.49844783,1210.079956,2562.110107
2011/08/30,3.42,3.2785,3.227875,3.649291667,52.52357099,0.181369561,3.590614123,2.865135877,63.23989603,52.95951479,1212.920044,2576.110107
2011/08/31,3.3275,3.292,3.209125,3.6295,49.63545599,0.145571187,3.500267373,2.917982627,51.71341998,56.07478153,1218.890015,2579.459961
2011/09/01,3.32,3.332,3.207625,3.611625,49.39827698,0.144191199,3.496007399,2.919242601,71.80615796,62.25315799,1204.420044,2546.040039
2011/09/02,3.23,3.3275,3.20725,3.593083333,46.52525514,0.144119148,3.495488297,2.919011703,55.94714545,59.82224113,1173.969971,2480.330078
2011/09/06,3.295,3.3185,3.222875,3.576666667,48.83954145,0.13512975,3.4931345,2.9526155,67.40089771,65.05140037,1165.23999,2473.830078
2011/09/07,3.5625,3.347,3.239375,3.565208333,57.07318632,0.155046417,3.549467834,2.929282166,86.95651342,70.10151886,1198.619995,2548.939941
2011/09/08,3.545,3.3905,3.262375,3.552875,56.43331563,0.164755551,3.591886101,2.932863899,84.61538707,79.6575994,1185.900024,2529.139893
2011/09/09,3.47,3.4205,3.26825,3.540833333,53.65684473,0.170145255,3.608540511,2.927959489,73.14486751,81.572256,1154.22998,2467.98999
2011/09/12,3.5525,3.485,3.284875,3.532583333,56.20907051,0.181075869,3.647026738,2.922723262,82.30451641,80.02159033,1162.27002,2495.090088
2011/09/13,3.6325,3.5525,3.299375,3.52725,58.59058541,0.196856672,3.693088344,2.905661656,95.47322648,83.64087014,1172.869995,2532.149902
2011/09/14,3.82,3.604,3.328,3.525833333,63.58865026,0.228066242,3.784132483,2.871867517,94.17176317,90.64983535,1188.680054,2572.550049
2011/09/15,3.875,3.67,3.361625,3.523916667,64.92596795,0.256403869,3.874432738,2.848817262,94.26934606,94.6381119,1209.109985,2607.070068
2011/09/16,3.865,3.749,3.405625,3.52275,64.46238636,0.263771825,3.93316865,2.87808135,82.79569093,90.41226672,1216.01001,2622.310059
2011/09/19,3.785,3.7955,3.44825,3.518291667,60.72676727,0.251906024,3.952062047,2.944437953,74.19354921,83.75286207,1204.089966,2612.830078
2011/09/20,3.6875,3.8065,3.483375,3.514166667,56.43437653,0.232111695,3.947598389,3.019151611,63.70966977,73.5663033,1202.089966,2590.23999
2011/09/21,3.6175,3.766,3.498875,3.51025,53.5100073,0.230090764,3.959056529,3.038693471,56.18279577,64.69533825,1166.76001,2538.189941
2011/09/22,3.3775,3.6665,3.50475,3.501958333,44.91613763,0.225116783,3.954983565,3.054516435,30.37634498,50.08960351,1129.560059,2455.669922
2011/09/23,3.4475,3.583,3.521125,3.493833333,47.56144389,0.206825115,3.93477523,3.10747477,37.90321898,41.48745324,1136.430054,2483.22998
2011/09/26,3.455,3.517,3.53125,3.485,47.8504123,0.197739695,3.926729389,3.135770611,21.37930218,29.88628872,1162.949951,2516.689941
2011/09/27,3.46,3.4715,3.53725,3.475375,48.05592048,0.193404233,3.924058466,3.150441534,22.068973,27.11716472,1175.380005,2546.830078
2011/09/28,3.355,3.419,3.534,3.465125,44.12356469,0.196006847,3.926013695,3.141986305,7.586214608,17.0114966,1151.060059,2491.580078
2011/09/29,3.2725,3.398,3.53125,3.454375,41.26629818,0.199412789,3.930075579,3.132424421,10.14925713,13.26814825,1160.400024,2480.76001
2011/09/30,3.1275,3.334,3.521625,3.440958333,36.76060564,0.214240204,3.950105409,3.093144591,0.554029207,6.096500315,1131.420044,2415.399902
2011/10/03,2.9525,3.2335,3.50775,3.425875,32.19213764,0.241387028,3.990524056,3.024975944,0,3.567762113,1099.22998,2335.830078
2011/10/04,3.225,3.1865,3.50425,3.417583333,43.8863191,0.24511289,3.99447578,3.01402422,30.88551439,10.47984787,1123.949951,2404.820068
2011/10/05,3.34,3.1835,3.493125,3.412041667,47.96483995,0.247368885,3.987862769,2.998387231,40.82072015,23.90207818,1144.030029,2460.51001
2011/10/06,3.4725,3.2235,3.4895,3.408833333,52.2694434,0.247099756,3.983699512,2.995300488,61.73469462,44.48030972,1164.969971,2506.820068
2011/10/07,3.5375,3.3055,3.492875,3.409125,54.2680977,0.247280305,3.98743561,2.99831439,68.36732906,56.97424795,1155.459961,2479.350098
2011/10/10,3.695,3.454,3.5,3.411958333,58.77290112,0.251112001,4.002224001,2.997775999,91.43645223,73.84615864,1194.890015,2566.050049
2011/10/11,3.655,3.54,3.501125,3.415375,57.23101554,0.251786348,4.004697696,2.997552304,91.83674094,83.88017408,1195.540039,2583.030029
2011/10/12,3.6525,3.6025,3.49275,3.417,57.13013557,0.243263043,3.979276085,3.006223915,91.27906316,91.51741877,1207.25,2604.72998
2011/10/13,3.865,3.681,3.49225,3.422916667,63.08627672,0.24244492,3.977139841,3.007360159,99.25373789,94.12318066,1203.660034,2620.23999
2011/10/14,3.93,3.7595,3.4955,3.427166667,64.70176911,0.248074957,3.991649914,2.999350086,96.15384449,95.56221518,1224.579956,2667.850098
2011/10/17,3.735,3.7675,3.493,3.426916667,56.68675002,0.245239679,3.983479357,3.002520643,78.50677044,91.30478428,1200.859985,2614.919922
2011/10/18,3.87,3.8105,3.502125,3.429916667,60.3488333,0.256016132,4.014157264,2.990092736,90.72396394,88.46152629,1225.380005,2657.429932
2011/10/19,3.7925,3.8385,3.510875,3.433125,57.35104213,0.263060523,4.036996046,2.984753954,83.71040148,84.31371195,1209.880005,2604.040039
2011/10/20,3.6025,3.786,3.522125,3.435416667,50.70152511,0.261864864,4.045854729,2.998395271,66.51582646,80.31673063,1215.390015,2598.620117
2011/10/21,3.62,3.724,3.53075,3.438125,51.26203759,0.262118269,4.054986538,3.006513462,68.09952994,72.77525263,1238.25,2637.459961
2011/10/24,3.755,3.728,3.54575,3.443083333,55.4683453,0.266108778,4.077967555,3.013532445,73.4756188,69.3636584,1254.189941,2699.439941
2011/10/25,3.6125,3.6765,3.553375,3.442583333,50.51270188,0.265706946,4.084788891,3.021961109,41.93547395,61.17020756,1229.050049,2638.419922
2011/10/26,3.655,3.649,3.568375,3.443416667,51.89315129,0.262365598,4.093106197,3.043643803,43.04931949,52.82013741,1242,2650.669922
2011/10/27,3.8125,3.691,3.595375,3.44525,56.71227253,0.25806501,4.11150502,3.07924498,68.78047396,51.25508913,1284.589966,2738.629883
2011/10/28,3.9,3.747,3.634,3.454416667,59.15997763,0.241639684,4.117279368,3.150720632,85.85366171,65.89448506,1285.089966,2737.149902
2011/10/31,3.7,3.736,3.671375,3.462125,51.93171977,0.180843191,4.033061383,3.309688617,46.8292658,67.15446716,1253.300049,2684.409912
2011/11/01,3.515,3.7165,3.685875,3.471,46.29685449,0.152587928,3.991050855,3.380699145,10.73171934,47.80488228,1218.280029,2606.959961
2011/11/02,3.455,3.6765,3.691625,3.474708333,44.60636726,0.140561082,3.972747164,3.410502836,12.2881308,23.28303865,1237.900024,2639.97998
2011/11/03,3.6625,3.6465,3.701125,3.484333333,51.23763689,0.131072185,3.963269371,3.438980629,49.99997871,24.33994295,1261.150024,2697.969971
2011/11/04,3.705,3.6075,3.7095,3.490208333,52.49210082,0.125290715,3.960081429,3.458918571,57.58926538,39.95912496,1253.22998,2686.149902
2011/11/07,3.685,3.6045,3.709,3.497958333,51.81653518,0.125371553,3.959743106,3.458256894,54.01784137,53.86902849,1261.119995,2695.25
2011/11/08,3.77,3.6555,3.71475,3.505083333,54.4968667,0.125401723,3.965553446,3.463946554,70.13575403,60.58095359,1275.920044,2727.48999
2011/11/09,3.58,3.6805,3.711125,3.510625,48.06105739,0.128310056,3.967745111,3.454504889,35.74660399,53.30006646,1229.099976,2621.649902
2011/11/10,3.6175,3.6715,3.69875,3.517541667,49.33286189,0.124568994,3.947887988,3.449612012,42.53396008,49.47210603,1239.699951,2625.149902
2011/11/11,3.745,3.6795,3.6895,3.530208333,53.50181365,0.112806891,3.915113783,3.463886217,65.61084997,47.96380468,1263.849976,2678.75
2011/11/14,3.6725,3.677,3.686375,3.542541667,50.93536588,0.112344849,3.911064698,3.461685302,52.48867997,53.54449667,1251.780029,2657.219971
2011/11/15,3.72,3.667,3.678875,3.554791667,52.54163026,0.104149042,3.887173085,3.470576915,61.08598906,59.72850633,1257.810059,2686.199951
2011/11/16,3.645,3.68,3.6715,3.560416667,49.77100849,0.10084968,3.873199359,3.469800641,47.51132003,53.69532969,1236.910034,2639.610107
2011/11/17,3.515,3.6595,3.667125,3.564666667,45.31092118,0.105778054,3.878681108,3.455568892,31.92775514,46.84168808,1216.130005,2587.98999
2011/11/18,3.4825,3.607,3.66025,3.570708333,44.24348734,0.113209459,3.886668918,3.433831082,24.39027369,34.60978295,1215.650024,2572.5
2011/11/21,3.6575,3.604,3.655375,3.577458333,50.94483548,0.110992161,3.877359323,3.433390677,67.66467442,41.32756775,1192.97998,2523.139893
2011/11/22,3.77,3.614,3.66325,3.584625,54.71307554,0.113352327,3.889954654,3.436545346,94.61076955,62.22190589,1188.040039,2521.280029
2011/11/23,3.61,3.607,3.661,3.587791667,48.95350903,0.11396964,3.888939281,3.433060719,56.28739745,72.85428047,1161.790039,2460.080078
2011/11/25,3.51,3.606,3.645875,3.590833333,45.71446389,0.112872993,3.871620986,3.420129014,32.33532558,61.07783086,1158.670044,2441.51001
2011/11/28,3.7075,3.651,3.63625,3.597291667,52.41155856,0.097178959,3.830607917,3.441892083,79.64071036,56.08781113,1192.550049,2527.340088
2011/11/29,3.7275,3.665,3.637625,3.605583333,53.04331161,0.098316336,3.834257673,3.440992327,84.93975765,65.63859786,1195.189941,2515.51001
2011/11/30,3.9075,3.6925,3.65725,3.615791667,58.39639514,0.110916932,3.879083864,3.435416136,98.15668385,87.57905062,1246.959961,2620.340088
2011/12/01,3.955,3.7615,3.68225,3.622333333,59.70195365,0.118986676,3.920223351,3.444276649,98.30508612,93.80050921,1244.579956,2626.199951
2011/12/02,3.93,3.8455,3.695625,3.62875,58.658608,0.13107068,3.957766359,3.433483641,87.05886005,94.50687667,1244.280029,2626.929932
2011/12/05,3.87,3.878,3.703875,3.635416667,56.12359005,0.136761113,3.977397226,3.430352774,77.6470641,87.67033676,1257.079956,2655.76001
2011/12/06,3.815,3.8955,3.710375,3.639791667,53.82719219,0.138889569,3.988154139,3.432595861,69.01963747,77.90852054,1258.469971,2649.560059
2011/12/07,3.7925,3.8725,3.7115,3.642458333,52.87406922,0.139487785,3.99047557,3.43252443,65.49021866,70.71897341,1261.01001,2649.209961
2011/12/08,3.6725,3.816,3.716125,3.64,47.99306576,0.136397434,3.988919867,3.443330133,46.66666417,60.39217344,1234.349976,2596.379883
2011/12/09,3.725,3.775,3.7215,3.6375,50.160772,0.134410017,3.990320034,3.452679966,54.90196225,55.6862817,1255.189941,2646.850098
2011/12/12,3.6325,3.7275,3.715875,3.633625,46.48444654,0.135722421,3.987319843,3.444430157,25.85365513,42.47409385,1236.469971,2612.26001
2011/12/13,3.5325,3.671,3.708875,3.629416667,42.82985151,0.141561952,3.991998904,3.425751096,6.341471357,29.03236291,1225.72998,2579.27002
2011/12/14,3.395,3.5915,3.692625,3.624541667,38.36364464,0.157925438,4.008475877,3.376774123,5.725178614,12.6401017,1211.819946,2539.310059
2011/12/15,3.365,3.53,3.678625,3.620333333,37.44615176,0.173965883,4.026556765,3.330693235,1.145028443,4.403892805,1215.75,2541.01001
2011/12/16,3.3775,3.4605,3.67175,3.620333333,38.11031458,0.183242182,4.038234365,3.305265635,3.053433447,3.307880168,1219.660034,2555.330078
2011/12/19,3.29,3.392,3.662125,3.617708333,35.28604449,0.198154769,4.058434538,3.265815462,1.700687002,1.966382964,1205.349976,2523.139893
2011/12/20,3.475,3.3805,3.653,3.618041667,44.6291866,0.202532648,4.058065297,3.247934703,26.87075084,10.54162376,1241.300049,2603.72998
2011/12/21,3.43,3.3875,3.636,3.617541667,43.00282373,0.206426997,4.048853995,3.223146005,20.74832304,16.43992029,1243.719971,2577.969971
2011/12/22,3.5775,3.43,3.634375,3.62125,49.49906423,0.206770078,4.047915156,3.220834844,41.52251282,29.71386223,1254,2599.449951
2011/12/23,3.5425,3.463,3.636,3.62575,48.09819298,0.205866909,4.047733818,3.224266182,42.57028559,34.94704048,1265.329956,2618.639893
2011/12/27,3.515,3.508,3.626375,3.632208333,46.97332421,0.20684579,4.04006658,3.21268342,43.77883546,42.62387795,1265.430054,2625.199951
2011/12/28,3.4275,3.4985,3.611375,3.640125,43.48830167,0.20998038,4.031335759,3.191414241,27.77778514,38.04230206,1249.640015,2589.97998
2011/12/29,3.4925,3.511,3.590625,3.644583333,46.65452723,0.199416707,3.989458414,3.191791586,45.02619108,38.86093723,1263.02002,2613.73999
2011/12/30,3.465,3.4885,3.566125,3.646666667,45.49320159,0.181598304,3.929321608,3.202928392,41.89944223,38.23447282,1257.599976,2605.149902
2012/01/03,3.51,3.482,3.545125,3.647291667,47.78370417,0.160345997,3.865816994,3.224433006,51.95532542,46.29365291,1277.060059,2648.719971
2012/01/04,3.55,3.489,3.529125,3.6475,49.80295569,0.141023689,3.811172378,3.247077622,84.49613836,59.450302,1277.300049,2648.360107
2012/01/05,3.6775,3.539,3.52225,3.647208333,55.68549858,0.129210406,3.780670811,3.263829189,95.8084017,77.41995516,1281.060059,2669.860107
2012/01/06,3.635,3.5675,3.514375,3.646875,53.43749759,0.115996469,3.746367939,3.282382061,85.62875688,88.64443231,1277.810059,2674.219971
2012/01/09,3.635,3.6015,3.5125,3.646583333,53.43749759,0.113583959,3.739667918,3.285332082,83.62574698,88.35430185,1280.699951,2676.560059
2012/01/10,3.62,3.6235,3.50725,3.6425,52.56882848,0.105374957,3.717999914,3.296500086,75.18246854,81.4789908,1292.079956,2702.5
2012/01/11,3.5475,3.623,3.503,3.636125,48.46779809,0.101707786,3.706415572,3.299584428,54.01458635,70.94093395,1292.47998,2710.76001
2012/01/12,3.525,3.5925,3.502625,3.632625,47.23620047,0.10160707,3.70583914,3.29941086,38.46160116,55.88621868,1295.5,2724.699951
2012/01/13,3.4325,3.552,3.5045,3.625333333,42.45943756,0.099847252,3.704194504,3.304805496,6.837599871,33.10459579,1289.089966,2710.669922
2012/01/17,3.38,3.501,3.50525,3.618458333,39.98778012,0.098795043,3.702840086,3.307659914,1.515186545,15.60479586,1293.670044,2728.080078
2012/01/18,3.495,3.476,3.511125,3.616666667,47.23370553,0.094184432,3.699493864,3.322756136,36.36361009,14.9054655,1308.040039,2769.709961
2012/01/19,3.5875,3.484,3.526,3.616125,52.2298954,0.079820522,3.685641045,3.366358955,64.39398318,34.09092661,1314.5,2788.330078
2012/01/20,3.555,3.49,3.53,3.612791667,50.42338427,0.079131802,3.688263604,3.371736396,54.54548739,51.76769355,1315.380005,2786.699951
2012/01/23,3.6525,3.534,3.541125,3.613458333,55.40647946,0.079969052,3.701063105,3.381186895,84.09090252,67.67679103,1316,2784.169922
2012/01/24,3.735,3.605,3.549,3.614791667,59.14816978,0.090765748,3.730531496,3.367468504,95.99997203,78.21212064,1314.650024,2786.639893
2012/01/25,3.7125,3.6485,3.5575,3.613125,57.72558654,0.09781158,3.753123161,3.361876839,90.00002543,90.03029999,1326.060059,2818.310059
2012/01/26,3.6775,3.6665,3.565625,3.609416667,55.48985241,0.100799028,3.767223056,3.364026944,69.54024122,85.18007956,1318.430054,2805.280029
2012/01/27,3.7275,3.701,3.580625,3.609875,57.9928567,0.101482028,3.783589056,3.377660944,81.03448465,80.19158377,1316.329956,2816.550049
2012/01/30,3.7,3.7105,3.591,3.612958333,56.12348958,0.102599118,3.796198235,3.385801765,74.71266447,75.09579678,1313.01001,2811.939941
2012/01/31,3.6925,3.702,3.602375,3.616916667,55.59712617,0.100483944,3.803342888,3.401407112,72.98854166,76.24523026,1312.410034,2813.840088
2012/02/01,3.7325,3.706,3.6135,3.618083333,57.86672776,0.102023604,3.817547208,3.409452792,82.1839364,76.62838084,1324.089966,2848.27002
2012/02/02,3.8725,3.745,3.629625,3.620875,64.67285174,0.115989096,3.861603192,3.397646808,97.07315053,84.0818762,1325.540039,2859.679932
2012/02/03,3.955,3.7905,3.6435,3.625375,67.95765632,0.136756122,3.917012244,3.369987756,94.69387247,91.31698647,1344.900024,2905.659912
2012/02/06,3.925,3.8355,3.658,3.627958333,65.57007259,0.150491738,3.958983476,3.357016524,88.83928457,93.53543586,1344.329956,2901.98999
2012/02/07,3.935,3.884,3.673,3.633875,65.99889423,0.162546754,3.998093509,3.347906491,89.49999809,91.01105171,1347.050049,2904.080078
2012/02/08,4.0775,3.953,3.695875,3.641541667,71.45486705,0.185295417,4.066465833,3.325284167,87.9376928,88.75899182,1349.959961,2915.860107
2012/02/09,4.075,3.9935,3.72225,3.647041667,71.23889073,0.200021216,4.122292432,3.322207568,87.54857893,88.32875661,1351.949951,2927.22998
2012/02/10,3.975,3.9975,3.74475,3.652083333,63.03197611,0.201965506,4.148681013,3.340818987,71.19996216,82.22874463,1342.640015,2903.879883
2012/02/13,4.0375,4.02,3.775,3.657375,65.69221221,0.198004851,4.171009702,3.378990298,81.19995834,79.98283314,1351.77002,2931.389893
2012/02/14,4.06,4.045,3.809,3.664291667,66.6233707,0.184532482,4.178064964,3.439935036,82.64835729,78.34942593,1350.5,2931.830078
2012/02/15,4.0425,4.038,3.836375,3.673083333,65.1424387,0.17590831,4.18819162,3.48455838,70.44535445,78.09789003,1343.22998,2915.830078
2012/02/16,4.1125,4.0455,3.862625,3.683583333,68.18849168,0.175986832,4.214598665,3.510651335,81.78141779,78.29170984,1358.040039,2959.850098
2012/02/17,3.9625,4.043,3.883,3.688666667,56.74527634,0.16148896,4.20597792,3.56002208,56.06696631,69.43124618,1361.22998,2951.780029
2012/02/21,3.9825,4.032,3.8995,3.692208333,57.76305401,0.15335202,4.20620404,3.59279596,55.29957238,64.38265216,1362.209961,2948.570068
2012/02/22,3.955,4.011,3.9105,3.697958333,55.81821914,0.148752709,4.208005418,3.612994582,47.05882628,52.80845499,1357.660034,2933.169922
2012/02/23,3.9775,3.998,3.92375,3.70575,57.09117605,0.141828983,4.207407967,3.640092033,47.89473843,50.08437903,1363.459961,2956.97998
2012/02/24,3.9475,3.965,3.93725,3.70975,54.82310059,0.129467279,4.196184558,3.678315442,41.57895371,45.51083947,1365.73999,2963.75
2012/02/27,3.8675,3.946,3.94425,3.712083333,49.20892718,0.121040174,4.186330348,3.702169652,24.73686113,38.07018442,1367.589966,2966.159912
2012/02/28,3.8325,3.916,3.950875,3.710833333,46.94394618,0.110099462,4.171073923,3.730676077,17.36842052,27.89474512,1372.180054,2986.76001
2012/02/29,3.7875,3.8825,3.955625,3.708041667,44.13141301,0.099946943,4.155518886,3.755731114,7.89471835,16.66666667,1365.680054,2966.889893
2012/03/01,3.8125,3.8495,3.959625,3.706083333,46.06473011,0.09181745,4.1432599,3.7759901,13.15789738,12.80701208,1374.089966,2988.969971
2012/03/02,3.845,3.829,3.95825,3.705666667,48.55697077,0.093383406,4.145016812,3.771483188,20.00001004,13.68420859,1369.630005,2976.189941
2012/03/05,3.715,3.7985,3.94625,3.704,40.4962078,0.108085919,4.162421837,3.730078163,5.116264009,12.75805714,1364.329956,2950.47998
2012/03/06,3.68,3.768,3.934,3.702125,38.63655309,0.123417349,4.180834699,3.687165301,10.65574892,11.92400766,1343.359985,2910.320068
2012/03/07,3.7025,3.751,3.922375,3.702625,40.52730579,0.133828924,4.190032848,3.654717152,16.50945285,10.76048859,1352.630005,2935.689941
2012/03/08,3.715,3.7315,3.90425,3.702458333,41.60382446,0.136239679,4.176729357,3.631770643,18.95733098,15.37417758,1365.910034,2970.419922
2012/03/09,3.705,3.7035,3.88575,3.703666667,40.96498545,0.136952498,4.159654997,3.611845003,19.35482382,18.27386922,1370.869995,2988.340088
2012/03/12,3.6475,3.69,3.869375,3.705583333,37.40805159,0.145058688,4.159492376,3.579257624,7.303378311,15.2051777,1371.089966,2983.659912
2012/03/13,3.6975,3.6935,3.852375,3.710625,42.11476373,0.144239099,4.140853199,3.563896801,21.42856701,16.02892305,1395.949951,3039.879883
2012/03/14,3.5925,3.6715,3.829,3.714416667,35.99366704,0.146681269,4.122362538,3.535637462,3.01205996,10.58133509,1394.280029,3040.72998
2012/03/15,3.645,3.6575,3.809125,3.718875,40.63933649,0.143116798,4.095358595,3.522891405,19.40299995,14.6145423,1402.599976,3056.370117
2012/03/16,3.65,3.6465,3.786,3.724875,41.07796663,0.128094332,4.042188664,3.529811336,21.05268441,14.48924811,1404.170044,3055.26001
2012/03/19,3.66,3.649,3.770875,3.727958333,42.00103662,0.123948936,4.018772873,3.522977127,24.24246146,21.56604861,1409.75,3078.320068
2012/03/20,3.6,3.6295,3.75175,3.730791667,38.14024534,0.118987228,3.989724457,3.513775543,9.774373551,18.35650648,1405.52002,3074.149902
2012/03/21,3.615,3.634,3.73475,3.731416667,39.63418171,0.112533328,3.959816657,3.509683343,16.17648296,16.73110599,1402.890015,3075.320068
2012/03/22,3.61,3.627,3.716375,3.732541667,39.2935317,0.100129768,3.916634536,3.516115464,18.86789907,14.93958519,1392.780029,3063.320068
2012/03/23,3.6375,3.6245,3.700875,3.734583333,42.23426848,0.085375621,3.871626243,3.530123757,40.25977082,25.10138428,1397.109985,3067.919922
2012/03/26,3.68,3.6285,3.6915,3.738791667,46.54407665,0.075882527,3.843265054,3.539734946,62.33768968,40.48845319,1416.51001,3122.570068
2012/03/27,3.705,3.6495,3.685125,3.742333333,48.95655488,0.068400307,3.821925614,3.548324386,75.32462064,59.30736038,1412.52002,3120.350098
2012/03/28,3.79,3.6845,3.68525,3.74775,56.19513685,0.068599237,3.822448473,3.548051527,82.14287235,73.26839422,1405.540039,3104.959961
2012/03/29,3.8075,3.724,3.685,3.752708333,57.53048534,0.068118511,3.821237023,3.548762977,88.39284574,81.95344624,1403.280029,3095.360107
2012/03/30,3.85,3.7665,3.68525,3.757708333,60.66644896,0.068742942,3.822735884,3.547764116,92.79998779,87.77856863,1408.469971,3091.570068
2012/04/02,3.8325,3.797,3.691125,3.760291667,58.74298724,0.076051727,3.843228453,3.539021547,87.20001221,89.46428191,1419.040039,3119.699951
2012/04/03,3.77,3.81,3.695625,3.762541667,52.35820128,0.077996605,3.85161821,3.53963179,67.20001221,82.40000407,1413.380005,3113.570068
2012/04/04,3.6625,3.7845,3.693625,3.763,43.58361423,0.078323196,3.850271392,3.536978608,32.79998779,62.40000407,1398.959961,3068.090088
2012/04/05,3.6575,3.7545,3.69075,3.763625,43.22080275,0.078552279,3.847854558,3.533645442,31.20002747,43.73334249,1398.079956,3080.5
2012/04/09,3.61,3.7065,3.686,3.764666667,39.82874895,0.080493543,3.846987087,3.525012913,21.05261271,28.35087599,1382.199951,3047.080078
2012/04/10,3.54,3.648,3.680625,3.764916667,35.41736133,0.086560273,3.853745547,3.507504453,4.999979564,19.08420658,1358.589966,2991.219971
2012/04/11,3.585,3.611,3.675,3.767458333,40.01682469,0.089026164,3.853052328,3.496947672,17.85714772,14.63658,1368.709961,3016.459961
2012/04/12,3.67,3.6125,3.678875,3.772291667,47.60706006,0.086907676,3.852690351,3.505059649,42.14287953,21.66666894,1387.569946,3055.550049
2012/04/13,3.54,3.589,3.673625,3.773041667,39.39619086,0.092079324,3.857783649,3.489466351,4.999979564,21.66666894,1370.26001,3011.330078
2012/04/16,3.4975,3.5665,3.666,3.771541667,37.1409103,0.100103236,3.866206472,3.465793528,13.29477475,20.14587794,1369.569946,2988.399902
2012/04/17,3.505,3.5595,3.65825,3.770708333,37.81741703,0.106394561,3.871039122,3.445460878,15.02891894,11.10789108,1390.780029,3042.820068
